          NA,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  09/09/1886,,,,,,,,,
  09/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  10/09/1886,,,,,,,,,
  10/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  11/09/1886,,,,,,,,,
  11/09/1886,,,-43,147.8,               norfolk va,              norfolk bay,naval station norfolk,,
  11/09/1886,,,,,,,,,
  11/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  12/09/1886,,,,,,,,,
  12/09/1886,,,-43,147.8,navy yard norfolk virginia,              norfolk bay,naval station norfolk,,
  13/09/1886,,,,,,,,,
  13/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  14/09/1886,,,,,,,,,
  14/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   15/9/1886,,,,,,,,,
   15/9/1886,,,,,,,,,
   15/9/1886,,,,,,,,,
   15/9/1886,,,,,,,,,
  16/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  18/10/1886,,,-43,147.8,               norfolk va,              norfolk bay,naval station norfolk,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,34.2,135.3,no bearings taken on landmarks,                    marus,naval station norfolk,,
  18/10/1886,,,,,,,,,
  18/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   16/9/1886,,,,,,,,,
   16/9/1886,,,,,,,,,
  16/09/1886,,,,,,,,,
  16/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  16/09/1886,,,,,,,,,
  16/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  17/09/1886,,,,,,,,,
  17/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   18/9/1886,,,,,,,,,
   18/9/1886,,,,,,,,,
  18/09/1886,,,,,,,,,
  18/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   19/9/1886,,,,,,,,,
   19/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   20/9/1886,,,,,,,,,
   20/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   21/9/1886,,,,,,,,,
   21/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   22/9/1886,,,,,,,,,
   22/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   23/9/1886,,,,,,,,,
   23/9/1886,,,36.8,-76.3,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   24/9/1886,,,,,,,,,
   24/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   25/9/1886,,,,,,,,,
   25/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  09/26/1886,,,,,,,,,
  09/26/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   27/9/1886,,,,,,,,,
   27/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   28/9/1886,,,,,,,,,
   28/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   29/9/1886,,,,,,,,,
   29/9/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  30/09/1886,,,,,,,,,
  30/09/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   1/10/1886,,,,,,,,,
   1/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   2/10/1886,,,,,,,,,
   2/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  03/10/1886,,,,,,,,,
  03/10/1886,,,36.8,-76.3,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   4/10/1886,,,,,,,,,
   4/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  05/10/1886,,,,,,,,,
  05/10/1886,,,-43,147.8,                jamestown,              norfolk bay,naval station norfolk,,
   6/10/1886,,,,,,,,,
   6/10/1886,,,-43,147.8,navy yard norfolk virginia,              norfolk bay,naval station norfolk,,
   7/10/1886,,,,,,,,,
   7/10/1886,,,-43,147.8,navy yard norfolk va  alongside navy yard wharf,              norfolk bay,naval station norfolk,,
   8/10/1886,,,,,,,,,
   8/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
   9/10/1886,,,,,,,,,
   9/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  10/10/1886,,,,,,,,,
  10/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  11/10/1886,,,,,,,,,
  11/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  11/10/1886,,,,,,,,,
  11/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  12/10/1886,,,,,,,,,
  12/10/1886,,,-43,147.8,     norfolk navy yard va,              norfolk bay,naval station norfolk,,
  12/10/1886,,,,,,,,,
  12/10/1886,,,-43,147.8,        norfolk navy yard,              norfolk bay,naval station norfolk,,
  12/10/1886,,,,,,,,,
  12/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  13/10/1886,,,,,,,,,
  13/10/1886,,,,,,,,,
  13/10/1886,,,,,,,,,
  13/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  14/10/1886,,,,,,,,,
  14/10/1886,,,,,,,,,
  14/10/1886,,,,,,,,,
  14/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  15/10/1886,,,,,,,,,
  15/10/1886,,,,,,,,,
  15/10/1886,,,,,,,,,
  15/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  16/10/1886,,,,,,,,,
  16/10/1886,,,,,,,,,
  16/10/1886,,,,,,,,,
  16/10/1886,,,,,,,,,
  16/10/1886,,,,,,,,,
  16/10/1886,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  17/10/1886,,,,,,,,,
  17/10/1886,,,,,,,,,
  10/18/1886,,,,,,,,,
  10/18/1886,,,-43,147.8,          fort norfolk va,              norfolk bay,fort norfolk virginia,,
  19/10/1886,,,,,,,,,
  19/10/1886,,,,,,,,,
  19/10/1886,,,,,,,,,
  19/10/1886,   36 41 N,,,,,,,,
  20/10/1886,,,,,,,,,
  20/10/1886,   37 54 N,   74 44 W,-43,147.8,aking passage from norfolk va to,              norfolk bay,north atlantic,,
  21/10/1886,,,,,,,,,
  21/10/1886,   38 52 N,   73 55 W,-43,147.8,making passage from norfolk va to new york,              norfolk bay,north atlantic,,
  22/10/1886,,,54.9,-5.8,               barnegatlt,                    larne,barnegat light new jersey,39.752007N,0002-06-03
  22/10/1886,,,36.8,147.8,making passage from norfolk va to new york,              norfolk bay,sandy hook,40.452891N,0002-06-02
  23/10/1886,,,56.2,-3,       elm tree beacon lt,                    forth,elm tree beacon light,40 33 50N,0001-10-29
  23/10/1886,,,,,,,,,
  24/10/1886,,,56.4,-5.5,           liberty statue,                      gib,liberty island,40 41 20N,0001-10-08
  24/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  24/10/1886,,,,,,,,,
  24/10/1886,,,40.7,-74,                 new york,                 new york,,,
  24/10/1886,,,,,,,,,
  24/10/1886,,,,,,,,,
  25/10/1886,,,40.6,-74,               east river,               east river,,,
  25/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  26/10/1886,,,,,,,,,
  26/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  27/10/1886,,,,,,,,,
  27/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  28/10/1886,,,,,,,,,
  28/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  29/10/1886,,,,,,,,,
  29/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  30/10/1886,,,,,,,,,
  30/10/1886,,,,,,,,,
  30/10/1886,,,,,,,,,
  30/10/1886,,,,,,,,,
  30/10/1886,,,,,,,,,
  30/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  31/10/1886,,,,,,,,,
  31/10/1886,,,40.7,-74,          new york harbor,                 new york,,,
  01/11/1886,,,,,,,,,
  01/11/1886,New York Harbor,,40.7,-74,          new york harbor,                 new york,,,
  02/11/1886,,,,,,,,,
  02/11/1886,,,40.7,-74,          new york harbor,                 new york,,,
  03/11/1886,,,,,,,,,
  03/11/1886,,,40.7,-74,          new york harbor,                 new york,,,
  04/11/1886,,,,,,,,,
  04/11/1886,,,40.7,-74,          new york harbor,                 new york,,,
  05/11/1886,,,,,,,,,
  05/11/1886,,,40.7,-74,          new york harbor,                 new york,,,
  05/11/1886,,,,,,,,,
  05/11/1886,,,40.7,-74,          new york harbor,                 new york,,,
   6/11/1886,,,,,,,,,
   6/11/1886,,,,,,,,,
  06/11/1886,,,,,,,,,
  06/11/1886,,,40.7,-74,          new york harbor,                 new york,,,
  07/11/1886,,,,,,,,,
  07/11/1886,,,40.7,-74,          new york harbor,                 new york,,,
  07/11/1886,,,,,,,,,
  07/11/1886,   38 07 N,   74 22 W,40.7,-74,making passage from new york to,                 new york,north atlantic,,
  08/11/1886,,,,,,,,,
  08/11/1886,0,0,37,-76.3,            hampton roads,            hampton roads,,,
   9/11/1886,,,56.2,-76.3,            hampton roads,            hampton roads,,,
   9/11/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  10/11/1886,,,,,            thimble light,,,,
  10/11/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  11/11/1886,,,,,,,,,
  11/11/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  12/11/1886,,,,,,,,,
  12/11/1886,,,37,-76.3,at anchor hampton roads va,            hampton roads,,,
  13/11/1886,,,,,,,,,
  13/11/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  14/11/1886,,,,,,,,,
  14/11/1886,,,37,-76.3,at anchor hampton roads va,            hampton roads,,,
  15/11/1886,,,,,,,,,
  15/11/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  16/11/1886,,,,,,,,,
  16/11/1886,,,37,-76.3,at anchor hampton roads va,            hampton roads,,,
Tuesday November 16th 1886,,,,,,,,,
Tuesday November 16th 1886,,,37,-76.3,at anchor hampton roads va,            hampton roads,,,
Tuesday November 16th 1886,,,,,,,,,
Tuesday November 16th 1886,,,37,-76,           chesapeake bay,           chesapeake bay,,,
  17/11/1886,,,,,,,,,
  17/11/1886,,,37,-76,           chesapeake bay,           chesapeake bay,,,
  17/11/1886,,,29.9,32.6,8 am to merid smith point light house off port bow at end of watch,                   port t,smith point light,37.8800N,0002-06-18
  17/11/1886,,,53.4,-3,           paluxent river,                     alex,patuxent river,38 18 43N,0001-05-14
  18/11/1886,,,,,,,,,
  18/11/1886,,,,,           patuxent river,,,,
  19/11/1886,,,,,,,,,
  20/11/1886,,,,,           patuxent river,,,,
  20/11/1886,,,,,,,,,
  21/11/1886,,,,,           patuxent river,,,,
  21/11/1886,,,,,,,,,
  21/11/1886,,,,,             paxunt river,,,,
  21/11/1886,,,,,,,,,
  21/11/1886,,,,,           patuxent river,,,,
  22/11/1886,,,,,,,,,
  22/11/1886,,,43.1,41.7,             annapolis md,                     poti,annapolis maryland,,
  23/11/1886,,,,,,,,,
  23/11/1886,,,43.1,16.7,       harbor of anmaplis,                     hvar,annapolis maryland,,
  23/11/1886,,,,,,,,,
  23/11/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  24/11/1886,,,,,,,,,
  24/11/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  25/11/1886,,,,,,,,,
  25/11/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  26/11/1886,,,,,,,,,
  26/11/1886,,,,,,,,,
  27/11/1886,,,,,,,,,
  27/11/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  28/11/1886,,,,,,,,,
  28/11/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  11/28/1886,,,,,,,,,
  11/28/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  29/11/1886,,,,,,,,,
  29/11/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  30/11/1886,,,,,,,,,
  30/11/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  01/12/1886,,,,,,,,,
  01/12/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  01/12/1886,,,,,,,,,
  01/12/1886,,,42.2,41.7,             annapolis md,                     poti,annapolis maryland,,
  21/11/1886,,,,,,,,,
  21/11/1886,     23 43,     56 44,,,,,,,
  03/12/1886,,,,,,,,,
  03/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  04/12/1886,,,56.2,-3,        old point comfort,                    forth,old point comfort,,
  04/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  05/12/1886,,,,,,,,,
  05/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
   6/12/1886,,,,,,,,,
   6/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  04/12/1886,,,,,,,,,
  04/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
   8/12/1886,,,,,,,,,
   8/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  12/09/1886,,,,,,,,,
  12/09/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  12/18/1886,,,,,,,,,
  12/18/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  11/12/1886,,,,,,,,,
  11/12/1886,,,-43,147.8,          fort norfolk va,              norfolk bay,fort norfolk virginia,,
  12/12/1886,,,,,,,,,
  12/12/1886,,,36.8,-76.3,    fort norfolk virginia,               norfolk va,fort norfolk virginia,,
  12/12/1886,,,,,,,,,
  12/12/1886,,,-43,147.8,          fort norfolk va,              norfolk bay,fort norfolk virginia,,
  13/12/1886,,,,,,,,,
  13/12/1886,,,36.8,-76.3,    fort norfolk virginia,               norfolk va,fort norfolk virginia,,
  13/12/1886,,,,,,,,,
  13/12/1886,,,-43,-76.3,    fort norfolk virginia,               norfolk va,fort norfolk virginia,,
  14/12/1886,,,,,,,,,
  14/12/1886,,,-43,147.8,          fort norfolk va,              norfolk bay,fort norfolk virginia,,
12/december/1886,,,,,,,,,
12/december/1886,,,,,,,,,
  12/12/1886,,,,,,,,,
  12/12/1886,,,-43,147.8,          fort norfolk va,              norfolk bay,fort norfolk virginia,,
  16/12/1886,,,,,,,,,
  16/12/1886,,,-43,147.8,          fort norfolk va,              norfolk bay,fort norfolk virginia,,
16/12/1886,,,,,,,,,
16/12/1886,,,-43,147.8,          fort norfolk va,              norfolk bay,fort norfolk virginia,,
  17/12/1886,     17 12,,42.2,41.7, west end of rip raps sse,                     poti,rip raps,36 59 11N,0001-01-15
  17/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  18/12/1886,,,,,,,,,
  18/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  19/12/1886,,,,,,,,,
  19/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  20/12/1886,,,,,,,,,
  20/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  21/12/1886,,,,,,,,,
  21/12/1886,,,37,-76.3,         hampton roads va,            hampton roads,,,
  22/12/1886,,,63.1,-168.9,standing out past cape henry,                    forth,cape henry,,
  22/12/1886,   36 05 N,   74 44 W,,,naking passage from norfolk va to barbadoes wi,,,,
  23/12/1886,,,,,,,,,
  23/12/1886,   36 23 N,   72 10 W,,,,,,,
  24/12/1886,,,,,,,,,
  24/12/1886,   36 32 N,   70 24 W,,,,,,,
  25/12/1886,,,,,,,,,
  25/12/1886,   34 49 N,   67 40 W,,,,,,,
  26/12/1886,,,,,,,,,
  26/12/1886,   33 30 N,   65 22 W,37,-76.3,                     noon,            hampton roads,north atlantic,,
  27/12/1886,   33 34 N,   65 30 W,,,,,,,
  27/12/1886,   33 08 N,   62 57 W,,,,,,,
  28/12/1886,,,,,,,,,
  28/12/1886,   32 09 N,   62 06 W,,,,,,,
  29/12/1886,,,,,,,,,
  29/12/1886,   31 17 N,   61 42 W,,,,,,,
  30/12/1886,,,,,,,,,
  30/12/1886,   29 34 N,   63 06 W,,,,,,,
  31/12/1886,,,,,,,,,
  31/12/1886,   29 11 N,   62 06 W,,,,,,,
  01/01/1887,,,,,,,,,
  01/01/1887,   28 52 N,   61 52 W,,,,,,,
  02/01/1887,,,,,,,,,
  02/01/1887,   29 12 N,   60 28 W,,,,,,,
  03/01/1887,,,,,,,,,
  03/01/1887,   29 44 N,   59 25 W,,,,,,,
  04/01/1887,,,,,,,,,
  04/01/1887,   29 54 N,   58 27 W,,,,,,,
  05/01/1887,,,,,,,,,
  05/01/1887,   29 56 N,   57 08 W,30,-0.6,                  at noon,                      fao,north atlantic,,
  06/01/1887,,,,,,,,,
  06/01/1887,   29 57 N,   55 26 W,,,,,,,
  07/01/1887,,,,,,,,,
  07/01/1887,   30 00 N,   54 37 W,,,,,,,
  08/01/1886,bright moonlight,,,,,,,,
  08/01/1886,   29 20 N,   52 15 W,,,,,,,
  09/01/1887,,,,,,,,,
  09/01/1887,   27 46 N,   50 53 W,,,,,,,
  10/01/1887,,,,,,,,,
  10/01/1887,   26 49 N,   52 02 W,,,,,,,
  11/01/1887,,,,,,,,,
  11/01/1887,   26 43 N,   50 35 W,37,-76.3,making passage from hampton roads va to barbados w,            hampton roads,north atlantic,,
  12/01/1887,,,,,,,,,
  12/01/1887,   24 59 N,   51 24 W,37,-76.3,making passage from hampton roads va to barbadoes w i,            hampton roads,north atlantic,,
  13/01/1887,,,,,,,,,
  13/01/1887,   22 29 N,   52 06 W,37,-76.3,making passage from hampton roads va to barbadoes,            hampton roads,north atlantic,,
  14/01/1887,,,,,,,,,
  14/01/1887,   20 26 N,   53 31 W,37,-76.3,making passage from hampton roads va to barbadoes wi,            hampton roads,north atlantic,,
   15/1/1887,,,,,,,,,
   15/1/1887,   18 05 N,   55 05 W,37,-76.3,making passage from hampton roads va to barbadoes w i,            hampton roads,north atlantic,,
  16/01/1887,,,,,,,,,
  16/01/1887,   15 23 N,   56 59 W,37,-76.3,making passage from hampton roads va to barbadoes wi,            hampton roads,north atlantic,,
  17/01/1887,,,,,,,,,
  17/01/1887,   13 05 N,   59 12 W,37,-76.3,making passage from hampton roads va to barbadoes wi,            hampton roads,,,
  18/01/1887,,,33,-3, ragged point light house,              southpointe,ragged point barbados,13 09 49N,0002-02-11
  18/01/1887,,,13.1,-59.6,at anchor bridgetown barbadoes wi,     bridgetown  barbados,,,
  19/01/1887,,,,,,,,,
  19/01/1887,,,13.1,-59.6,   bridgetown barbados wi,     bridgetown  barbados,,,
  20/01/1887,,,,,,,,,
  20/01/1887,,,13.1,-59.6,   bridgetown barbados wi,     bridgetown  barbados,,,
  21/01/1887,,,,,,,,,
  21/01/1887,,,13.1,-59.6,   bridgetown barbados wi,     bridgetown  barbados,,,
  22/01/1887,,,,,,,,,
  22/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  23/01/1887,,,,,,,,,
  23/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  24/01/1887,,,,,,,,,
  24/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  25/01/1887,,,,,,,,,
  25/01/1887,,,13.1,-59.6,at anchor bridgetown barbadoes wi,     bridgetown  barbados,,,
  26/01/1887,,,,,,,,,
  26/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  27/01/1887,,,,,,,,,
  27/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes w,     bridgetown  barbados,,,
  28/01/1887,,,,,,,,,
  28/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  29/01/1887,,,,,,,,,
  29/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  30/01/1887,,,,,,,,,
  30/01/1887,,,13.1,-59.6,at anchor bridgetown barbadoes wi,     bridgetown  barbados,,,
  31/01/1887,,,,,,,,,
  31/01/1887,,,13.1,-59.6,at anchor off bridgetown barbadoes wi,     bridgetown  barbados,,,
  01/02/1887,,,,,               hiedham pt,,,,
  01/02/1887,,,10.7,-61.5,making passage from barbadoes to trinidad wi,                 trinidad,,,
  02/02/1887,,,35.7,-0.6,            gaspar grande,            port of spain,gaspar grande,10 40N,0001-10-01
  02/02/1887,,,10.7,-61.5,at anchor off port de spain trinidad underway and at anchor in harbor,     port of spain trinid,,,
  03/02/1887,,,,,             caroni river,,,,
  03/02/1887,,,10.7,-61.5,at anchor in harbor trinidad wi,                 trinidad,,,
  04/02/1887,,,,,,,,,
  04/02/1887,,,10.7,-61.5,at anchor off port de spain trinidad wi,     port of spain trinid,,,
  05/02/1887,,,,,,,,,
  05/02/1887,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  06/02/1887,,,,,,,,,
  06/02/1887,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  07/02/1887,,,,,,,,,
  07/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  08/02/1887,,,,,,,,,
  08/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad w,     port of spain trinid,,,
  09/02/1887,,,,,,,,,
  09/02/1887,,,10.7,-61.5,at anchor off port of spain trinidad wi,     port of spain trinid,,,
  10/02/1887,,,,,,,,,
  10/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  11/02/1887,,,,,,,,,
  11/02/1887,,,,,,,,,
  12/02/1887,,,,,,,,,
  12/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  13/02/1887,,,,,,,,,
  13/02/1887,,,10.7,-61.5,port au spain trinidad wi,     port of spain trinid,,,
  14/02/1887,,,,,,,,,
  14/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  15/02/1887,,,,,,,,,
  15/02/1887,,,10.7,-61.5,port au spain trinidad wi,     port of spain trinid,,,
  16/02/1887,,,,,,,,,
  16/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  17/02/1887,,,,,,,,,
  17/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  18/02/1887,,,,,,,,,
  18/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad wi,     port of spain trinid,,,
  19/02/1887,,,56.6,-169.6,                ft george,                st george,port of spain,10 40N,0001-08-06
  19/02/1887,,,10.7,-61.5,at anchor off port au spain trinidad w i,     port of spain trinid,,,
  20/02/1887,,,,,,,,,
  20/02/1887,,,10.7,-61.5,port au spain trinidad wi,     port of spain trinid,,,
  21/02/1887,,,,,,,,,
  21/02/1887,,,10.7,-61.5,port au spain trinidad wi,     port of spain trinid,,,
  22/02/1887,,,,,,,,,
  22/02/1887,,,10.7,-61.5,port au spain trinidad wi,     port of spain trinid,,,
